"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7748","EC-540: Check whether the Key Type dropdown is displayed (Qase ID: 540)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-540.spec.js","",""
"","7729","EC-500: Check whether the Previous button is disabled on the first page (Qase ID: 500)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-500.spec.js","",""
"","4476","EC-73: Check whether the alignments of displayed elements on the login screen is proper or not (Qase ID: 73)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-73.spec.js","",""
"","8202","EC-491: Check whether user is able to change the status of the integration as Active or Inactive (Qase ID: 491)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-491.spec.js","",""
"","3725","EC-80: Check whether the user is able to Log In using Username email (Qase ID: 80)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-80.spec.js","",""
"","12407","EC-126: Check whether user is able to see Token URL field or not (Qase ID: 126)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-126.spec.js","",""
"","9790","EC-562: Check whether the Client ID field is displayed (Qase ID: 562)","chromium","2026-01-30","passed","2026-01-30","","AddEpicEmbedConnectionTests/EC-562.spec.js","",""
"","9463","EC-575: Check whether the OAuth Callback URL field is displayed (Qase ID: 575)","chromium","2026-01-30","passed","2026-01-30","","AddEpicEmbedConnectionTests/EC-575.spec.js","",""
"","7456","EC-76: Check whether user is able to enter valid Username and valid password and login or not (Qase ID: 76)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-76.spec.js","",""
"","9238","EC-129: Check whether user is able to enter Scope or not (Qase ID: 129)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-129.spec.js","",""
"","7480","EC-494: Check whether popup window is showing which workflows are using that connection (Qase ID: 494)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-494.spec.js","",""
"","7655","EC-515: Check that when user selects 50 from items-per-page, it will show 50 connections (Qase ID: 515)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-515.spec.js","",""
"","7630","EC-524: Check whether the BACKEND badge is displayed in the header (Qase ID: 524)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-524.spec.js","",""
"","7425","EC-492: Check that user gets a popup window if user is changing the status of a connection which is in use as inactive (Qase ID: 492)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-492.spec.js","",""
"","1703","EC-86: Check whether user can enter password with combination of special characters (Qase ID: 86)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-86.spec.js","",""
"","7475","EC-164: Check whether user is able to click on Save Changes button and save details (Qase ID: 164)","chromium","2026-01-30","passed","2026-01-30","","EditConnectionTests/EC-164.spec.js","",""
"","11253","EC-114: Check whether user is able to see Connection Name field or not (Qase ID: 114)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-114.spec.js","",""
"","8502","EC-513: Check that when user selects 8 from items-per-page, it will show 8 connections (Qase ID: 513)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-513.spec.js","",""
"","1707","EC-85: Check whether user can enter characters less than specified range in Password field (Qase ID: 85)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-85.spec.js","",""
"","7497","EC-267: Check whether user is able to see View All Logs option or not (Qase ID: 267)","chromium","2026-01-30","passed","2026-01-30","","DashboardTests/EC-267.spec.js","",""
"","7521","EC-523: Check whether clicking the Back button navigates to the previous page (Qase ID: 523)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-523.spec.js","",""
"","1713","EC-84: Check whether user can enter characters more than specified range in Password field (Qase ID: 84)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-84.spec.js","",""
"","9255","EC-137: Check whether user is able to see Save/Submit button or not (Qase ID: 137)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-137.spec.js","",""
"","8699","EC-512: Check whether items-per-page dropdown/control is visible on the Connections page (Qase ID: 512)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-512.spec.js","",""
"","9572","EC-561: Check whether the form submission is blocked when Connection Name is missing (Qase ID: 561)","chromium","2026-01-30","passed","2026-01-30","","AddEpicEmbedConnectionTests/EC-561.spec.js","",""
"","9459","EC-555: Check whether the EMBED badge is displayed for OAuth Configuration (Qase ID: 555)","chromium","2026-01-30","passed","2026-01-30","","AddEpicEmbedConnectionTests/EC-555.spec.js","",""
"","7627","EC-483: Check whether user is able to see Total connections, Active and Inactive connections categories (Qase ID: 483)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-483.spec.js","",""
"","7310","EC-111: Check whether user is able to see Add Standalone Connection button or not (Qase ID: 111)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-111.spec.js","",""
"","7509","EC-538: Check whether user is able to select the V1 scopes (Qase ID: 538)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-538.spec.js","",""
"","11039","EC-123: Check whether user is able to enter Client ID or not (Qase ID: 123)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-123.spec.js","",""
"","7461","EC-159: Check whether user is able to hide the scopes when clicks on hide all scopes (Qase ID: 159)","chromium","2026-01-30","passed","2026-01-30","","EditConnectionTests/EC-159.spec.js","",""
"","4725","EC-253: Check whether user is able to land on Dashboard page after login (Qase ID: 253)","chromium","2026-01-30","passed","2026-01-30","","DashboardTests/EC-253.spec.js","",""
"","7533","EC-486: Check whether user is able to get the correct results after search (Qase ID: 486)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-486.spec.js","",""
"","1711","EC-83: Check whether the data in password field is visible as asterisk or bullet signs (Qase ID: 83)","chromium","2026-01-30","passed","2026-01-30","","LoginTests/EC-83.spec.js","",""
"","7507","EC-160: Check whether user is able to edit V1 scopes (Qase ID: 160)","chromium","2026-01-30","passed","2026-01-30","","EditConnectionTests/EC-160.spec.js","",""
"","7602","EC-151: Check whether user is able to edit Connection name (Qase ID: 151)","chromium","2026-01-30","passed","2026-01-30","","EditConnectionTests/EC-151.spec.js","",""
"","7578","EC-541: Check whether RSA is selected as the default Key Type (Qase ID: 541)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-541.spec.js","",""
"","7504","EC-527: Check whether the Connection Name field accepts valid text input (Qase ID: 527)","chromium","2026-01-30","passed","2026-01-30","","AddEpicBackendConnectionTests/EC-527.spec.js","",""
"","7806","EC-498: Check whether user is able to search connection by using search option (Qase ID: 498)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-498.spec.js","",""
"","7428","EC-508: Check whether the page number decrements correctly after clicking the Previous button (Qase ID: 508)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-508.spec.js","",""
"","7442","EC-266: Check whether user is able to see Recent Activities on dashboard (Qase ID: 266)","chromium","2026-01-30","passed","2026-01-30","","DashboardTests/EC-266.spec.js","",""
"","7606","EC-504: Check whether the Next button does not navigate beyond the last page (Qase ID: 504)","chromium","2026-01-30","passed","2026-01-30","","ConnectionsTests/EC-504.spec.js","",""
"","9312","EC-134: Check whether user is able to see Cancel button or not (Qase ID: 134)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-134.spec.js","",""
"","11239","EC-118: Check whether user is able to see EHR System dropdown or not (Qase ID: 118)","chromium","2026-01-30","passed","2026-01-30","","AddStandaloneConnectionTests/EC-118.spec.js","",""
